price,brand_chevrolet,brand_dodge,brand_ford,brand_nissan
18511,0,0,1,0
23402,0,0,1,0
23211,0,0,1,0
18111,0,0,1,0
25511,0,0,1,0
17700,1,0,0,0
28000,1,0,0,0
14000,1,0,0,0
21700,1,0,0,0
13500,1,0,0,0
35500,1,0,0,0
29500,1,0,0,0
25300,1,0,0,0
21500,1,0,0,0
25900,1,0,0,0
35300,1,0,0,0
13500,1,0,0,0
62000,1,0,0,0
46000,1,0,0,0
9000,1,0,0,0
25900,1,0,0,0
25800,1,0,0,0
17000,1,0,0,0
12800,1,0,0,0
47400,1,0,0,0
24400,1,0,0,0
17100,1,0,0,0
7400,1,0,0,0
33100,1,0,0,0
22000,1,0,0,0
35000,1,0,0,0
16500,1,0,0,0
35300,1,0,0,0
26900,1,0,0,0
11600,1,0,0,0
28100,1,0,0,0
27700,1,0,0,0
17700,1,0,0,0
16600,1,0,0,0
63200,1,0,0,0
36800,1,0,0,0
19500,1,0,0,0
38800,1,0,0,0
37500,1,0,0,0
35000,1,0,0,0
31100,1,0,0,0
22600,1,0,0,0
22400,1,0,0,0
22700,1,0,0,0
13700,1,0,0,0
37100,1,0,0,0
18500,1,0,0,0
18300,1,0,0,0
19000,1,0,0,0
18500,1,0,0,0
22500,1,0,0,0
14500,1,0,0,0
32800,1,0,0,0
12300,1,0,0,0
19600,1,0,0,0
13600,1,0,0,0
7200,1,0,0,0
19900,1,0,0,0
13000,1,0,0,0
19700,1,0,0,0
9400,1,0,0,0
23800,1,0,0,0
17700,1,0,0,0
17000,1,0,0,0
14000,1,0,0,0
32100,1,0,0,0
33100,1,0,0,0
31600,1,0,0,0
5100,1,0,0,0
4100,1,0,0,0
7200,1,0,0,0
12800,1,0,0,0
46800,1,0,0,0
21800,1,0,0,0
3000,1,0,0,0
22500,1,0,0,0
35300,1,0,0,0
16500,1,0,0,0
33000,1,0,0,0
31500,1,0,0,0
34500,1,0,0,0
8000,1,0,0,0
25000,1,0,0,0
10700,1,0,0,0
13400,1,0,0,0
16500,1,0,0,0
34000,1,0,0,0
14100,1,0,0,0
38600,1,0,0,0
9100,1,0,0,0
8600,1,0,0,0
22000,1,0,0,0
8900,1,0,0,0
15500,1,0,0,0
3300,1,0,0,0
29000,1,0,0,0
17300,1,0,0,0
30500,1,0,0,0
25000,1,0,0,0
2800,1,0,0,0
3300,1,0,0,0
36400,1,0,0,0
34800,1,0,0,0
20700,1,0,0,0
32200,1,0,0,0
35300,1,0,0,0
33500,1,0,0,0
13700,1,0,0,0
15900,1,0,0,0
33200,1,0,0,0
35500,1,0,0,0
29800,1,0,0,0
29800,1,0,0,0
29500,1,0,0,0
30300,1,0,0,0
24300,1,0,0,0
29800,1,0,0,0
29800,1,0,0,0
27500,1,0,0,0
10800,1,0,0,0
11500,1,0,0,0
10400,1,0,0,0
11400,1,0,0,0
11400,1,0,0,0
8000,1,0,0,0
3000,1,0,0,0
25000,1,0,0,0
12300,1,0,0,0
14100,1,0,0,0
9000,1,0,0,0
4200,1,0,0,0
22500,1,0,0,0
22600,1,0,0,0
22600,1,0,0,0
22500,1,0,0,0
10200,1,0,0,0
42700,1,0,0,0
21200,1,0,0,0
22700,1,0,0,0
22000,1,0,0,0
9600,1,0,0,0
10500,1,0,0,0
6700,1,0,0,0
14200,1,0,0,0
15500,1,0,0,0
35100,1,0,0,0
26300,1,0,0,0
15700,1,0,0,0
17600,1,0,0,0
18600,1,0,0,0
19100,1,0,0,0
15200,1,0,0,0
16100,1,0,0,0
14800,1,0,0,0
16700,1,0,0,0
15300,1,0,0,0
16500,1,0,0,0
19600,1,0,0,0
15200,1,0,0,0
15000,1,0,0,0
15500,1,0,0,0
15700,1,0,0,0
14800,1,0,0,0
9200,1,0,0,0
8200,1,0,0,0
11400,1,0,0,0
6500,1,0,0,0
11500,1,0,0,0
23800,1,0,0,0
8900,1,0,0,0
28300,1,0,0,0
27300,1,0,0,0
3500,1,0,0,0
28300,1,0,0,0
18300,1,0,0,0
22500,0,1,0,0
22500,0,1,0,0
8300,0,1,0,0
16500,0,1,0,0
14500,0,1,0,0
30000,0,1,0,0
30000,0,1,0,0
30000,0,1,0,0
30000,0,1,0,0
30000,0,1,0,0
29500,0,1,0,0
21600,0,1,0,0
22600,0,1,0,0
16300,0,1,0,0
8600,0,1,0,0
28800,0,1,0,0
22100,0,1,0,0
14300,0,1,0,0
13700,0,1,0,0
29500,0,1,0,0
18500,0,1,0,0
19000,0,1,0,0
43400,0,1,0,0
46000,0,1,0,0
12500,0,1,0,0
13900,0,1,0,0
13000,0,1,0,0
13000,0,1,0,0
3000,0,1,0,0
17500,0,1,0,0
7900,0,1,0,0
8900,0,1,0,0
11500,0,1,0,0
6500,0,1,0,0
8000,0,1,0,0
18700,0,1,0,0
8350,0,1,0,0
27900,0,1,0,0
14500,0,1,0,0
6200,0,1,0,0
7500,0,1,0,0
20200,0,1,0,0
29300,0,1,0,0
31000,0,1,0,0
32400,0,1,0,0
5800,0,1,0,0
21500,0,1,0,0
23100,0,1,0,0
4500,0,1,0,0
24800,0,1,0,0
23000,0,1,0,0
26900,0,1,0,0
21500,0,1,0,0
15700,0,1,0,0
15200,0,1,0,0
23300,0,1,0,0
6100,0,1,0,0
20000,0,1,0,0
53000,0,1,0,0
3000,0,1,0,0
18200,0,1,0,0
21800,0,1,0,0
52000,0,1,0,0
19000,0,1,0,0
25000,0,1,0,0
36000,0,1,0,0
17000,0,1,0,0
25300,0,1,0,0
14900,0,1,0,0
15000,0,1,0,0
12995,0,1,0,0
17750,0,1,0,0
10295,0,1,0,0
16995,0,1,0,0
25000,0,1,0,0
23995,0,1,0,0
14900,0,1,0,0
15810,0,1,0,0
20227,0,1,0,0
20999,0,1,0,0
22499,0,1,0,0
23495,0,1,0,0
25250,0,1,0,0
15322,0,1,0,0
21232,0,1,0,0
5800,0,1,0,0
29000,0,1,0,0
17000,0,1,0,0
13800,0,1,0,0
30000,0,1,0,0
14800,0,1,0,0
8500,0,1,0,0
9800,0,1,0,0
4200,0,1,0,0
2500,0,1,0,0
28700,0,1,0,0
18500,0,1,0,0
17300,0,1,0,0
7100,0,1,0,0
3250,0,1,0,0
30700,0,1,0,0
3000,0,1,0,0
26500,0,1,0,0
20800,0,1,0,0
20800,0,1,0,0
5100,0,1,0,0
18900,0,1,0,0
24000,0,1,0,0
38800,0,1,0,0
24500,0,1,0,0
24500,0,1,0,0
6500,0,1,0,0
24000,0,1,0,0
18000,0,1,0,0
24000,0,1,0,0
23500,0,1,0,0
4500,0,1,0,0
25900,0,1,0,0
13900,0,1,0,0
14200,0,1,0,0
15400,0,1,0,0
17500,0,1,0,0
17500,0,1,0,0
18000,0,1,0,0
25200,0,1,0,0
14100,0,1,0,0
13300,0,1,0,0
16200,0,1,0,0
13300,0,1,0,0
13100,0,1,0,0
15500,0,1,0,0
4500,0,1,0,0
28400,0,1,0,0
17400,0,1,0,0
6000,0,1,0,0
20700,0,1,0,0
20300,0,1,0,0
14000,0,1,0,0
22000,0,1,0,0
17200,0,1,0,0
15000,0,1,0,0
17500,0,1,0,0
1300,0,1,0,0
1750,0,1,0,0
16300,0,1,0,0
15700,0,1,0,0
10000,0,1,0,0
23100,0,1,0,0
14900,0,1,0,0
16700,0,1,0,0
16300,0,1,0,0
25800,0,1,0,0
23800,0,1,0,0
16800,0,1,0,0
15500,0,1,0,0
6000,0,1,0,0
26900,0,1,0,0
16900,0,1,0,0
19500,0,1,0,0
15400,0,1,0,0
2300,0,1,0,0
17000,0,1,0,0
34000,0,1,0,0
13700,0,1,0,0
19100,0,1,0,0
11800,0,1,0,0
27500,0,1,0,0
26900,0,1,0,0
27100,0,1,0,0
27200,0,1,0,0
9000,0,1,0,0
22500,0,1,0,0
7700,0,1,0,0
4500,0,1,0,0
2200,0,1,0,0
21500,0,1,0,0
18800,0,1,0,0
21800,0,1,0,0
20300,0,1,0,0
8200,0,1,0,0
19000,0,1,0,0
8400,0,1,0,0
19500,0,1,0,0
7000,0,1,0,0
19500,0,1,0,0
8500,0,1,0,0
20500,0,1,0,0
4900,0,1,0,0
20800,0,1,0,0
28500,0,1,0,0
21900,0,1,0,0
15800,0,1,0,0
33000,0,1,0,0
22700,0,1,0,0
21900,0,1,0,0
19300,0,1,0,0
30700,0,1,0,0
19300,0,1,0,0
13750,0,1,0,0
16400,0,1,0,0
19500,0,1,0,0
15100,0,1,0,0
28500,0,1,0,0
15300,0,1,0,0
20300,0,1,0,0
22000,0,1,0,0
16700,0,1,0,0
19300,0,1,0,0
34100,0,1,0,0
14600,0,1,0,0
18200,0,1,0,0
33800,0,1,0,0
15900,0,1,0,0
16500,0,1,0,0
29600,0,1,0,0
14100,0,1,0,0
18200,0,1,0,0
18200,0,1,0,0
24300,0,1,0,0
15400,0,1,0,0
19000,0,1,0,0
19000,0,1,0,0
27800,0,1,0,0
18200,0,1,0,0
15000,0,1,0,0
19200,0,1,0,0
15500,0,1,0,0
24900,0,1,0,0
15500,0,1,0,0
7600,0,1,0,0
18400,0,1,0,0
14700,0,1,0,0
3900,0,1,0,0
5200,0,1,0,0
17200,0,1,0,0
18700,0,1,0,0
32000,0,1,0,0
14500,0,1,0,0
19400,0,1,0,0
17300,0,1,0,0
16700,0,1,0,0
19100,0,1,0,0
11100,0,1,0,0
32000,0,1,0,0
16900,0,1,0,0
18000,0,1,0,0
17800,0,1,0,0
18000,0,1,0,0
17500,0,1,0,0
14500,0,1,0,0
18500,0,1,0,0
18600,0,1,0,0
32000,0,1,0,0
17000,0,1,0,0
16000,0,1,0,0
18000,0,1,0,0
15900,0,1,0,0
6200,0,1,0,0
3700,0,1,0,0
24000,0,1,0,0
20800,0,1,0,0
18500,0,1,0,0
18300,0,1,0,0
21000,0,1,0,0
1300,0,1,0,0
11900,0,1,0,0
950,0,1,0,0
26800,0,1,0,0
800,0,1,0,0
21000,0,1,0,0
1900,0,1,0,0
33500,0,1,0,0
900,0,1,0,0
21000,0,1,0,0
26800,0,1,0,0
5700,0,1,0,0
18500,0,1,0,0
33000,0,1,0,0
11000,0,1,0,0
15800,0,1,0,0
3600,0,1,0,0
16300,0,1,0,0
2700,0,1,0,0
12800,0,1,0,0
9700,0,1,0,0
18300,0,1,0,0
16000,0,1,0,0
21000,0,1,0,0
3700,0,1,0,0
33000,0,1,0,0
14700,0,1,0,0
33000,0,1,0,0
15900,0,1,0,0
33000,0,1,0,0
33000,0,1,0,0
32500,0,1,0,0
33000,0,1,0,0
13000,0,1,0,0
33000,0,1,0,0
16500,0,1,0,0
33000,0,1,0,0
34500,0,1,0,0
33500,0,1,0,0
48000,0,1,0,0
54500,0,1,0,0
13200,0,1,0,0
31500,0,1,0,0
17400,0,1,0,0
26000,0,1,0,0
1700,0,1,0,0
11000,0,1,0,0
21000,0,1,0,0
5500,0,1,0,0
7500,0,1,0,0
15800,0,1,0,0
16900,0,1,0,0
25000,0,1,0,0
18000,0,1,0,0
15600,0,1,0,0
23800,0,1,0,0
16800,0,1,0,0
22700,0,1,0,0
23300,0,1,0,0
23500,0,1,0,0
25500,0,1,0,0
21800,0,1,0,0
22800,0,1,0,0
18200,0,1,0,0
23500,0,1,0,0
25700,0,1,0,0
15700,0,1,0,0
17500,0,1,0,0
15700,0,1,0,0
16500,0,1,0,0
16100,0,1,0,0
15600,0,1,0,0
15400,0,1,0,0
28200,0,1,0,0
15300,0,1,0,0
15900,0,1,0,0
17700,0,1,0,0
15800,0,1,0,0
15900,0,1,0,0
25300,0,1,0,0
16300,0,1,0,0
29500,0,1,0,0
14500,0,1,0,0
15400,0,1,0,0
15400,0,1,0,0
15100,0,1,0,0
15000,0,1,0,0
15500,0,1,0,0
15000,0,1,0,0
15200,0,1,0,0
15700,0,1,0,0
16100,0,1,0,0
16300,0,1,0,0
16000,0,1,0,0
16900,0,1,0,0
17000,0,1,0,0
17300,0,1,0,0
15900,0,1,0,0
15700,0,1,0,0
16900,0,1,0,0
15500,0,1,0,0
15100,0,1,0,0
15500,0,1,0,0
15400,0,1,0,0
16500,0,1,0,0
42500,0,1,0,0
16600,0,1,0,0
15200,0,1,0,0
15800,0,1,0,0
16900,0,1,0,0
11100,0,1,0,0
15600,0,1,0,0
16900,0,1,0,0
15300,0,1,0,0
16600,0,1,0,0
21800,0,1,0,0
36500,0,1,0,0
26300,0,1,0,0
20900,0,1,0,0
20100,0,1,0,0
26700,0,1,0,0
23900,0,1,0,0
14500,0,1,0,0
23000,0,1,0,0
15000,0,1,0,0
15000,0,1,0,0
28500,0,0,1,0
28000,0,0,1,0
9000,0,0,1,0
28700,0,0,1,0
25000,0,0,1,0
17347,0,0,1,0
13800,0,0,1,0
25888,0,0,1,0
8500,0,0,1,0
21289,0,0,1,0
17999,0,0,1,0
2700,0,0,1,0
30977,0,0,1,0
13799,0,0,1,0
20500,0,0,1,0
8500,0,0,1,0
9900,0,0,1,0
65500,0,0,1,0
24500,0,0,1,0
32500,0,0,1,0
9200,0,0,1,0
17700,0,0,1,0
18300,0,0,1,0
43500,0,0,1,0
15200,0,0,1,0
36200,0,0,1,0
21900,0,0,1,0
20700,0,0,1,0
12300,0,0,1,0
4200,0,0,1,0
19500,0,0,1,0
14300,0,0,1,0
13700,0,0,1,0
13200,0,0,1,0
6200,0,0,1,0
6500,0,0,1,0
1500,0,0,1,0
2200,0,0,1,0
4200,0,0,1,0
8700,0,0,1,0
3200,0,0,1,0
9000,0,0,1,0
20000,0,0,1,0
33000,0,0,1,0
23300,0,0,1,0
8750,0,0,1,0
11975,0,0,1,0
23600,0,0,1,0
12000,0,0,1,0
30900,0,0,1,0
23900,0,0,1,0
40400,0,0,1,0
38000,0,0,1,0
27000,0,0,1,0
24000,0,0,1,0
30000,0,0,1,0
16200,0,0,1,0
30000,0,0,1,0
23900,0,0,1,0
13800,0,0,1,0
23700,0,0,1,0
24300,0,0,1,0
54900,0,0,1,0
22500,0,0,1,0
39000,0,0,1,0
13900,0,0,1,0
24700,0,0,1,0
20100,0,0,1,0
22000,0,0,1,0
38200,0,0,1,0
24400,0,0,1,0
35000,0,0,1,0
18600,0,0,1,0
22700,0,0,1,0
38000,0,0,1,0
17000,0,0,1,0
17500,0,0,1,0
23200,0,0,1,0
30700,0,0,1,0
23500,0,0,1,0
26400,0,0,1,0
23500,0,0,1,0
38000,0,0,1,0
23600,0,0,1,0
19300,0,0,1,0
23200,0,0,1,0
13800,0,0,1,0
23600,0,0,1,0
23200,0,0,1,0
40000,0,0,1,0
23400,0,0,1,0
23600,0,0,1,0
23000,0,0,1,0
25500,0,0,1,0
23500,0,0,1,0
29900,0,0,1,0
23200,0,0,1,0
50500,0,0,1,0
23400,0,0,1,0
24500,0,0,1,0
49000,0,0,1,0
25400,0,0,1,0
23000,0,0,1,0
6000,0,0,1,0
22400,0,0,1,0
22500,0,0,1,0
25200,0,0,1,0
36000,0,0,1,0
26700,0,0,1,0
30500,0,0,1,0
26700,0,0,1,0
25000,0,0,1,0
35200,0,0,1,0
30300,0,0,1,0
25000,0,0,1,0
26500,0,0,1,0
21600,0,0,1,0
18800,0,0,1,0
21500,0,0,1,0
9000,0,0,1,0
16700,0,0,1,0
16800,0,0,1,0
15700,0,0,1,0
16800,0,0,1,0
19500,0,0,1,0
20500,0,0,1,0
17400,0,0,1,0
17500,0,0,1,0
26000,0,0,1,0
56700,0,0,1,0
5000,0,0,1,0
40200,0,0,1,0
54000,0,0,1,0
65200,0,0,1,0
32500,0,0,1,0
25500,0,0,1,0
63000,0,0,1,0
44000,0,0,1,0
70000,0,0,1,0
56200,0,0,1,0
35000,0,0,1,0
57700,0,0,1,0
74000,0,0,1,0
60200,0,0,1,0
60000,0,0,1,0
63000,0,0,1,0
22500,0,0,1,0
8300,0,0,1,0
8300,0,0,1,0
21000,0,0,1,0
19300,0,0,1,0
16400,0,0,1,0
27300,0,0,1,0
26400,0,0,1,0
35100,0,0,1,0
41500,0,0,1,0
34100,0,0,1,0
28600,0,0,1,0
34100,0,0,1,0
28700,0,0,1,0
24700,0,0,1,0
46500,0,0,1,0
29000,0,0,1,0
25500,0,0,1,0
39500,0,0,1,0
33100,0,0,1,0
30500,0,0,1,0
3600,0,0,1,0
16800,0,0,1,0
24000,0,0,1,0
58500,0,0,1,0
55000,0,0,1,0
28800,0,0,1,0
26800,0,0,1,0
36000,0,0,1,0
20000,0,0,1,0
46700,0,0,1,0
42800,0,0,1,0
21800,0,0,1,0
18800,0,0,1,0
18800,0,0,1,0
30200,0,0,1,0
27500,0,0,1,0
37500,0,0,1,0
19100,0,0,1,0
17100,0,0,1,0
13500,0,0,1,0
54500,0,0,1,0
9000,0,0,1,0
16400,0,0,1,0
17000,0,0,1,0
24800,0,0,1,0
26800,0,0,1,0
19400,0,0,1,0
20000,0,0,1,0
7000,0,0,1,0
25100,0,0,1,0
2000,0,0,1,0
18200,0,0,1,0
14200,0,0,1,0
56500,0,0,1,0
2000,0,0,1,0
26500,0,0,1,0
34300,0,0,1,0
43500,0,0,1,0
3500,0,0,1,0
37200,0,0,1,0
12800,0,0,1,0
15000,0,0,1,0
12500,0,0,1,0
21500,0,0,1,0
17300,0,0,1,0
27000,0,0,1,0
31800,0,0,1,0
13000,0,0,1,0
31800,0,0,1,0
46300,0,0,1,0
6000,0,0,1,0
22800,0,0,1,0
45000,0,0,1,0
49500,0,0,1,0
3000,0,0,1,0
20000,0,0,1,0
25300,0,0,1,0
4000,0,0,1,0
45500,0,0,1,0
9100,0,0,1,0
48000,0,0,1,0
47000,0,0,1,0
49500,0,0,1,0
31200,0,0,1,0
18500,0,0,1,0
15500,0,0,1,0
30500,0,0,1,0
45500,0,0,1,0
31500,0,0,1,0
11000,0,0,1,0
46500,0,0,1,0
31500,0,0,1,0
32000,0,0,1,0
23900,0,0,1,0
31500,0,0,1,0
18500,0,0,1,0
1500,0,0,1,0
46000,0,0,1,0
31500,0,0,1,0
14700,0,0,1,0
2700,0,0,1,0
47500,0,0,1,0
31500,0,0,1,0
8900,0,0,1,0
7000,0,0,1,0
49000,0,0,1,0
31500,0,0,1,0
8900,0,0,1,0
48000,0,0,1,0
50000,0,0,1,0
47300,0,0,1,0
45000,0,0,1,0
49000,0,0,1,0
40200,0,0,1,0
48000,0,0,1,0
5000,0,0,1,0
8200,0,0,1,0
49000,0,0,1,0
4000,0,0,1,0
39000,0,0,1,0
29000,0,0,1,0
46500,0,0,1,0
7805,0,0,1,0
22000,0,0,1,0
18800,0,0,1,0
33000,0,0,1,0
39500,0,0,1,0
16900,0,0,1,0
42500,0,0,1,0
39500,0,0,1,0
25500,0,0,1,0
49500,0,0,1,0
25000,0,0,1,0
40000,0,0,1,0
26000,0,0,1,0
29500,0,0,1,0
23000,0,0,1,0
25500,0,0,1,0
44500,0,0,1,0
15600,0,0,1,0
23100,0,0,1,0
37000,0,0,1,0
14500,0,0,1,0
23000,0,0,1,0
